?Name,?version,?wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,?>bug
prop-3,225,7,5,0,21,23,9,0,21,2,0.8888888890000001,87,0.0,0,0.8275862070000001,0.46666666700000003,3,4,11.0,1,0.7143,0
prop-3,225,4,3,0,5,16,4,0,5,3,0.8888888890000001,66,0.333333333,0,0.9090909090000001,0.666666667,1,2,14.75,2,0.75,0
prop-3,225,3,3,0,21,28,3,0,21,2,2.0,134,0.0,0,0.75,0.444444444,1,1,43.66666667,7,3.3333,0
prop-3,225,5,5,0,23,28,4,0,23,1,0.916666667,127,0.0,0,0.8888888890000001,0.666666667,2,3,23.8,1,0.6,0
prop-3,225,5,4,0,14,21,4,1,13,4,0.9375,97,0.0,0,0.8888888890000001,0.583333333,3,5,17.6,1,0.6,0
prop-3,225,4,3,5,28,33,6,5,23,2,1.083333333,205,0.25,0,0.75,0.5,1,2,49.25,1,0.75,4
prop-3,225,4,1,0,146,7,2,146,0,2,0.814814815,94,0.333333333,6,0.0,0.5,0,0,20.25,1,0.5,0
prop-3,225,2,3,0,20,26,1,0,20,2,2.0,84,0.0,0,0.857142857,0.666666667,0,0,41.0,1,0.5,0
prop-3,225,2,3,0,10,6,1,0,10,2,2.0,19,0.0,0,0.857142857,0.666666667,1,1,8.5,1,0.5,0
prop-3,225,5,5,0,25,28,10,0,25,1,1.083333333,115,0.0,0,0.8888888890000001,0.666666667,2,3,21.4,1,0.6,0
prop-3,225,9,6,0,25,51,24,1,25,1,0.96875,260,0.25,0,0.815789474,0.708333333,4,9,27.44444444,1,0.7778,1
prop-3,225,4,4,0,26,45,6,0,26,2,1.333333333,365,1.0,0,0.7857142859999999,0.5,1,1,90.0,4,2.25,0
prop-3,225,4,5,0,6,11,4,0,6,1,1.0,37,0.0,0,0.923076923,0.5555555560000001,2,2,7.5,1,0.5,0
prop-3,225,1,1,0,0,2,0,0,0,1,2.0,4,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
