?Name,?version,?wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,?>bug
prop-4,285,2,3,0,16,16,1,0,16,2,2.0,127,0.0,0,0.9,0.625,1,1,62.5,1,0.5,0
prop-4,285,2,4,0,23,19,1,0,23,2,1.0,72,0.0,0,0.933333333,0.6,1,1,34.5,1,0.5,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,4,5,2,23,53,4,2,21,2,0.833333333,289,0.0,0,0.9607843140000001,0.5555555560000001,1,2,70.75,1,0.5,0
prop-4,285,2,2,0,11,10,1,0,11,2,2.0,39,0.0,0,0.8,0.666666667,1,1,18.5,1,0.5,0
prop-4,285,4,3,0,23,45,4,0,23,2,0.9090909090000001,483,0.363636364,0,0.904761905,0.5555555560000001,0,0,117.0,10,3.25,0
prop-4,285,2,3,0,24,26,1,0,24,2,1.0,97,0.0,0,0.857142857,0.625,1,1,47.0,1,0.5,0
prop-4,285,4,4,0,28,37,6,0,28,2,1.0,165,0.0,0,0.8235294120000001,0.34375,1,1,39.75,1,0.75,1
prop-4,285,2,4,0,11,8,1,0,11,2,1.0,30,0.0,0,0.933333333,0.6,1,1,13.5,1,0.5,0
prop-4,285,2,7,0,5,5,1,0,5,1,2.0,13,0.0,0,0.9655172409999999,0.75,1,1,5.0,1,0.5,0
prop-4,285,2,3,0,20,16,1,0,20,2,1.0,56,0.0,0,0.857142857,0.625,1,1,26.5,4,2.0,0
prop-4,285,2,3,0,13,14,1,0,13,2,2.0,46,0.0,0,0.857142857,0.625,1,1,22.0,1,0.5,0
prop-4,285,2,4,0,28,28,1,0,28,2,1.0,184,0.0,0,0.933333333,0.6,1,1,90.5,1,0.5,0
prop-4,285,2,3,0,13,18,1,0,13,2,2.0,68,0.0,0,0.857142857,0.625,1,1,33.0,1,0.5,1
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.875,0.5,3,3,7.4,1,0.6,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.875,0.5,3,3,7.4,1,0.6,0
prop-4,285,5,6,0,14,17,8,0,14,1,1.0,52,0.0,0,0.88,0.5,3,3,8.8,1,0.6,0
prop-4,285,5,5,0,8,13,10,0,8,1,2.0,49,0.0,0,0.8857142859999999,0.7,3,4,8.8,3,1.2,0
prop-4,285,3,3,0,13,16,3,0,13,2,1.5,97,1.0,0,0.75,0.46666666700000003,1,1,31.0,3,1.3333,0
prop-4,285,2,3,0,15,15,1,0,15,2,2.0,62,0.0,0,0.857142857,0.625,1,1,30.0,1,0.5,0
prop-4,285,4,5,0,28,40,4,1,27,3,1.0,141,0.0,0,0.9607843140000001,0.5555555560000001,4,8,33.5,1,0.5,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,50,0.0,0,0.875,0.5,3,3,8.4,1,0.6,0
prop-4,285,2,7,0,10,11,1,0,10,1,2.0,47,0.0,0,0.9655172409999999,0.75,1,1,22.0,7,3.5,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,4,5,0,16,19,4,4,12,3,1.0,75,0.0,0,0.9607843140000001,0.5555555560000001,4,8,17.0,1,0.5,0
prop-4,285,1,6,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
prop-4,285,5,5,0,18,56,4,2,16,4,0.916666667,245,0.0,0,0.942307692,0.666666667,4,8,47.4,1,0.6,1
prop-4,285,4,5,0,14,22,4,1,13,3,1.0,91,0.0,0,0.9607843140000001,0.5555555560000001,4,9,21.0,1,0.5,0
prop-4,285,4,4,0,4,7,6,0,4,1,2.0,16,0.0,0,0.9032258059999999,0.4375,2,2,3.0,1,0.75,0
prop-4,285,5,6,0,12,18,4,0,12,1,0.916666667,79,0.0,0,0.875,0.666666667,2,3,14.2,1,0.6,0
prop-4,285,4,5,0,23,44,4,2,21,3,1.0,215,0.0,0,0.9607843140000001,0.5555555560000001,4,9,52.0,1,0.5,0
prop-4,285,4,5,0,12,24,4,1,11,3,1.0,94,0.0,0,0.9607843140000001,0.5555555560000001,4,8,21.75,1,0.5,0
prop-4,285,4,6,0,9,13,4,0,9,1,1.0,43,0.0,0,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
prop-4,285,2,3,0,9,12,1,0,9,2,2.0,41,0.0,0,0.857142857,0.625,1,1,19.5,1,0.5,0
prop-4,285,7,4,4,20,25,21,4,16,2,0.875,155,0.0,0,0.9,0.380952381,0,0,20.57142857,3,1.4286,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.88,0.5,3,3,7.4,1,0.6,0
prop-4,285,5,1,0,22,30,6,1,21,3,0.5,185,0.5,0,0.0,0.5625,0,0,35.6,1,0.6,1
prop-4,285,6,3,0,20,42,11,0,20,2,0.775,454,0.0,0,0.791666667,0.75,1,1,73.33333333,6,2.6667,1
prop-4,285,7,1,0,8,27,15,1,7,3,0.666666667,244,0.666666667,0,0.0,0.5,0,0,33.42857143,5,1.8571,0
prop-4,285,2,4,0,5,9,1,0,5,2,1.0,46,0.0,0,0.9736842109999999,0.6,2,3,21.5,2,1.0,0
prop-4,285,3,3,0,26,34,3,0,26,2,1.0,182,0.0,0,0.75,0.46666666700000003,1,1,59.33333333,3,1.3333,0
prop-4,285,6,7,0,12,18,15,0,12,1,1.066666667,96,0.0,0,0.894736842,0.4,3,6,14.5,1,0.6667,0
prop-4,285,6,6,0,15,22,3,0,15,1,0.8666666670000001,83,0.0,0,0.84,0.7333333329999999,2,3,12.33333333,1,0.6667,0
prop-4,285,29,1,0,58,150,388,6,52,13,1.025,5499,0.914285714,0,0.0,0.125,0,0,186.2068966,41,4.4828,2
prop-4,285,3,3,1,9,12,3,1,8,2,0.5,42,0.0,0,0.923076923,0.666666667,1,1,12.66666667,2,1.0,0
prop-4,285,2,3,0,19,26,1,0,19,2,1.0,121,0.0,0,0.857142857,0.625,1,1,59.0,1,0.5,0
prop-4,285,2,3,0,24,27,1,0,24,2,2.0,134,0.0,0,0.857142857,0.625,1,1,66.0,1,0.5,0
prop-4,285,5,3,1,35,63,10,1,34,2,1.25,476,0.0,0,0.6,0.4,1,1,93.8,1,0.8,0
prop-4,285,4,2,9,16,10,6,9,7,3,1.0,37,0.0,0,0.666666667,0.666666667,1,1,7.75,1,0.5,0
prop-4,285,2,3,0,27,37,1,0,27,2,1.0,231,0.0,0,0.857142857,0.625,1,1,112.0,9,4.5,1
prop-4,285,2,3,0,14,13,1,0,14,2,2.0,58,0.0,0,0.857142857,0.625,1,1,28.0,1,0.5,0
prop-4,285,4,5,0,12,24,4,1,11,3,1.0,115,0.0,0,0.9607843140000001,0.5555555560000001,4,8,27.0,1,0.5,0
prop-4,285,2,3,0,8,10,1,0,8,2,2.0,37,0.0,0,0.857142857,0.625,1,1,17.5,1,0.5,0
prop-4,285,4,6,0,3,9,6,1,2,2,1.111111111,32,0.0,0,0.962264151,1.0,5,8,6.25,1,0.5,0
prop-4,285,3,6,0,25,28,3,0,25,3,1.0,95,0.0,0,0.9655172409999999,0.666666667,1,1,30.33333333,2,1.0,0
prop-4,285,3,6,1,4,8,3,1,3,1,2.0,18,0.0,0,0.9655172409999999,1.0,1,2,5.0,1,0.6667,0
prop-4,285,2,3,0,14,22,1,0,14,2,2.0,85,0.0,0,0.857142857,0.625,1,1,41.5,1,0.5,1
prop-4,285,5,5,1,13,27,8,1,12,3,1.0,123,0.0,0,0.942307692,0.5,4,8,23.0,1,0.6,0
prop-4,285,4,5,0,33,42,4,0,33,3,1.0,193,0.0,0,0.9607843140000001,0.5555555560000001,4,9,46.5,1,0.5,1
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.916666667,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,5,6,0,9,14,8,0,9,1,1.0,48,0.0,0,0.88,0.5,3,3,8.0,1,0.6,0
prop-4,285,3,1,0,4,19,1,1,3,1,0.875,128,0.25,0,0.0,0.5,0,0,40.33333333,4,2.0,0
prop-4,285,5,4,0,28,57,8,2,26,3,1.0,196,0.0,0,0.9,0.5,2,4,37.6,2,0.8,0
prop-4,285,7,3,7,17,95,19,7,10,5,0.8888888890000001,300,0.333333333,0,0.8275862070000001,0.333333333,1,1,41.42857143,2,1.0,0
prop-4,285,3,6,0,13,28,3,0,13,2,1.0,273,0.0,0,0.9636363640000001,0.46666666700000003,3,4,87.66666667,12,4.6667,0
prop-4,285,2,3,0,8,6,1,0,8,2,2.0,18,0.0,0,0.857142857,0.625,1,1,8.0,1,0.5,0
prop-4,285,4,4,0,27,37,6,0,27,3,0.666666667,204,0.0,0,0.8235294120000001,0.75,1,1,49.25,2,1.0,2
prop-4,285,2,3,0,15,16,1,0,15,2,2.0,58,0.0,0,0.857142857,0.625,1,1,28.0,1,0.5,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.875,0.5,3,3,7.4,1,0.6,0
prop-4,285,7,5,2,45,160,9,6,39,5,0.875,1044,0.0,0,0.907407407,0.433333333,4,8,147.5714286,2,0.8571,0
prop-4,285,2,3,0,14,14,1,0,14,2,2.0,47,0.0,0,0.857142857,0.625,1,1,22.5,1,0.5,0
prop-4,285,2,3,0,19,11,1,0,19,2,2.0,34,0.0,0,0.857142857,0.625,1,1,16.0,1,0.5,0
prop-4,285,5,3,1,10,24,8,1,9,3,0.833333333,90,0.333333333,0,0.8888888890000001,0.5,1,1,16.4,2,1.0,0
prop-4,285,2,3,0,26,36,1,0,26,2,1.0,177,0.0,0,0.857142857,0.625,1,1,87.0,1,0.5,0
prop-4,285,5,3,4,13,55,8,4,9,3,0.833333333,184,0.333333333,0,0.8888888890000001,0.5,1,1,35.2,2,1.0,0
prop-4,285,5,1,0,12,19,8,1,11,3,0.875,108,0.5,0,0.0,0.25,0,0,20.2,5,2.2,0
prop-4,285,2,3,0,18,21,1,0,18,2,1.0,91,0.0,0,0.857142857,0.625,1,1,44.0,1,0.5,0
prop-4,285,2,3,0,14,17,1,0,14,2,2.0,72,0.0,0,0.857142857,0.625,1,1,35.0,1,0.5,0
prop-4,285,2,3,0,23,22,1,0,23,2,1.0,90,0.0,0,0.857142857,0.625,1,1,43.5,1,0.5,0
prop-4,285,3,4,0,13,19,3,0,13,1,1.0,204,0.0,0,0.931034483,1.0,1,1,65.66666667,5,2.0,0
prop-4,285,2,3,0,14,19,1,0,14,2,1.0,74,0.0,0,0.857142857,0.625,1,1,35.5,1,0.5,0
prop-4,285,2,3,0,7,5,1,0,7,2,2.0,14,0.0,0,0.857142857,0.625,1,1,6.0,1,0.5,0
prop-4,285,2,3,0,12,15,1,0,12,2,2.0,58,0.0,0,0.857142857,0.625,1,1,28.0,1,0.5,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,3,3,0,28,33,3,0,28,2,2.0,142,0.0,0,0.75,0.444444444,1,1,46.33333333,3,1.3333,0
prop-4,285,2,4,0,27,26,1,0,27,2,1.0,281,0.0,0,0.933333333,0.6,1,1,138.5,1,0.5,0
prop-4,285,4,5,0,21,37,4,1,20,3,1.0,182,0.0,0,0.9607843140000001,0.5555555560000001,4,8,43.75,1,0.5,2
prop-4,285,7,3,4,13,106,9,4,9,5,0.7777777779999999,601,0.333333333,0,0.8275862070000001,0.5555555560000001,1,1,84.42857143,2,1.2857,0
prop-4,285,2,3,0,8,10,1,0,8,2,2.0,37,0.0,0,0.857142857,0.625,1,1,17.5,1,0.5,0
prop-4,285,5,5,0,9,12,10,0,9,1,2.0,32,0.0,0,0.8857142859999999,0.7,3,4,5.4,2,1.0,0
prop-4,285,5,5,0,8,15,10,0,8,1,1.0,45,0.0,0,0.8857142859999999,0.7,3,4,7.8,2,1.0,0
prop-4,285,5,4,0,24,62,4,1,23,4,0.916666667,268,0.0,0,0.9,0.5,3,3,52.0,1,0.6,0
prop-4,285,6,7,2,15,19,9,2,13,1,0.933333333,66,0.0,0,0.851851852,0.6,3,4,9.5,1,0.6667,1
prop-4,285,2,2,0,18,16,1,0,18,2,2.0,67,0.0,0,0.8,0.666666667,1,1,32.5,1,0.5,0
prop-4,285,2,3,0,18,18,1,0,18,2,2.0,78,0.0,0,0.857142857,0.625,1,1,38.0,1,0.5,0
prop-4,285,4,6,0,8,13,4,0,8,1,1.0,42,0.0,0,0.913043478,0.5555555560000001,2,2,8.75,1,0.5,0
prop-4,285,3,2,0,7,12,1,1,6,3,2.0,60,0.0,0,0.8666666670000001,0.666666667,1,1,19.0,4,1.6667,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.875,0.5,3,3,7.4,1,0.6,0
prop-4,285,2,3,0,10,19,1,0,10,2,2.0,70,1.0,0,0.857142857,0.625,1,1,33.5,1,0.5,0
prop-4,285,2,3,0,16,18,1,0,16,2,2.0,81,0.0,0,0.857142857,0.625,1,1,39.5,1,0.5,0
prop-4,285,3,3,0,14,26,1,0,14,2,0.833333333,146,0.333333333,0,0.9411764709999999,0.625,0,0,46.66666667,1,0.3333,0
prop-4,285,2,3,0,24,27,1,0,24,2,1.0,169,0.0,0,0.9,0.625,1,1,82.0,1,0.5,1
prop-4,285,1,8,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
prop-4,285,2,3,0,30,46,1,0,30,2,1.0,261,0.0,0,0.9,0.625,1,1,129.0,1,0.5,1
prop-4,285,2,3,0,16,20,1,0,16,2,2.0,134,0.0,0,0.857142857,0.625,1,1,66.0,1,0.5,0
prop-4,285,2,3,0,9,17,1,0,9,2,2.0,64,0.0,0,0.857142857,0.625,1,1,31.0,1,0.5,0
prop-4,285,0,1,0,6,0,0,6,0,0,2.0,30,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
prop-4,285,2,3,0,21,24,1,0,21,2,1.0,102,0.0,0,0.857142857,0.625,1,1,49.5,1,0.5,0
prop-4,285,2,1,0,3,5,1,1,2,2,2.0,17,0.0,0,0.0,0.75,0,0,7.5,1,0.5,0
prop-4,285,2,3,0,33,70,1,0,33,2,1.333333333,456,0.333333333,0,0.857142857,0.625,1,1,225.5,1,0.5,0
prop-4,285,2,3,0,11,18,1,0,11,2,2.0,86,0.0,0,0.857142857,0.625,1,1,42.0,1,0.5,0
prop-4,285,19,1,0,65,72,159,33,32,17,0.988888889,398,0.4,0,0.0,0.092592593,0,0,19.68421053,6,1.9474,0
prop-4,285,4,6,0,14,18,4,0,14,1,1.0,63,0.0,0,0.913043478,0.5555555560000001,2,2,14.0,1,0.5,0
prop-4,285,6,4,0,16,23,15,0,16,1,1.0,172,0.0,0,0.848484848,0.38888888899999996,1,2,27.5,3,1.3333,0
prop-4,285,7,1,0,14,29,19,5,9,5,0.944444444,165,0.333333333,0,0.0,0.26666666699999997,0,0,22.14285714,4,1.4286,0
prop-4,285,2,3,0,9,16,1,0,9,2,2.0,57,0.0,0,0.857142857,0.625,1,1,27.5,3,1.5,0
prop-4,285,2,3,0,8,6,1,0,8,2,2.0,16,0.0,0,0.857142857,0.625,1,1,7.0,1,0.5,0
prop-4,285,2,3,0,23,29,1,0,23,2,2.0,257,0.0,0,0.857142857,0.625,1,1,127.5,1,0.5,2
prop-4,285,2,4,0,4,4,1,0,4,1,2.0,11,0.0,0,0.9090909090000001,1.0,1,1,4.5,1,0.5,0
prop-4,285,3,3,0,9,16,1,0,9,2,0.75,63,0.5,0,0.9722222220000001,0.6,1,1,19.33333333,3,1.0,0
prop-4,285,5,5,0,8,15,10,0,8,1,1.0,45,0.0,0,0.8857142859999999,0.7,3,4,7.8,2,1.0,0
prop-4,285,2,4,0,22,20,1,0,22,2,1.0,73,0.0,0,0.933333333,0.6,1,1,35.0,1,0.5,0
prop-4,285,4,5,35,45,15,6,35,10,2,1.0,67,0.0,0,0.9090909090000001,0.5555555560000001,1,1,15.25,4,1.25,0
prop-4,285,5,6,0,8,14,8,0,8,1,1.0,45,0.0,0,0.88,0.5,3,3,7.4,1,0.6,0
prop-4,285,4,2,0,21,45,4,0,21,3,0.7777777779999999,329,0.666666667,0,0.942857143,0.7333333329999999,1,3,80.5,18,5.0,0
prop-4,285,2,3,0,9,9,1,0,9,2,2.0,35,0.0,0,0.857142857,0.625,1,1,16.5,4,2.0,1
prop-4,285,3,3,0,6,24,1,0,6,2,0.75,124,0.5,0,0.9722222220000001,0.6,0,0,39.66666667,7,2.3333,0
prop-4,285,6,3,0,21,21,15,0,21,2,2.0,79,0.0,0,0.8214285709999999,0.583333333,2,2,12.16666667,1,0.8333,0
prop-4,285,4,2,0,46,87,0,0,46,2,0.8888888890000001,912,0.166666667,0,0.8666666670000001,0.666666667,0,0,224.0,25,6.5,0
prop-4,285,2,3,0,18,27,1,0,18,2,1.0,135,0.0,0,0.857142857,0.625,1,1,66.0,1,0.5,0
prop-4,285,2,4,0,23,19,1,0,23,2,1.0,72,0.0,0,0.933333333,0.6,1,1,34.5,1,0.5,0
prop-4,285,2,3,0,16,28,1,0,16,2,2.0,113,0.0,0,0.857142857,0.625,1,1,55.5,1,0.5,1
prop-4,285,2,3,0,27,37,1,0,27,2,1.0,179,0.0,0,0.857142857,0.625,1,1,87.0,1,0.5,0
